"Dim.1"	"Dim.2"	"Dim.3"	"Dim.4"	"Dim.5"
"H1437_RHL1106"	15.7969254260178	30.9366959998807	39.7049280615732	-5.9012255369108	9.10187724919267
"H1437_RHL1109"	58.9075070345057	42.1854758171991	34.8014201205421	-9.54194445752957	-4.80457383561369
"H1437_RHL1110"	58.3982044852894	48.7766282086842	38.390703249396	-3.98666968683301	-9.66572649378606
"H1437_RHL1117"	-36.4465257545389	7.62880370917143	27.7466374025701	-35.3579446644042	105.377925188588
"H1437_RHL1119"	-81.0079123610278	-9.77452419963562	32.7612654789984	-3.50061478922778	-8.46546309986289
"H1437_RHL1133"	-80.1659235427468	-21.0319752464754	33.6055754974662	-2.02100989422352	-5.90148161410761
"H1437_RHL1135"	-42.8616642099503	2.52320886275943	35.3559434797423	-5.31458340590828	-3.07198123001452
"H1437_RHL1136"	53.8653139982621	41.7243181603788	40.1414418135881	3.53864231234977	-7.53645431987411
"H1437_RHL1144"	47.7475401580243	32.4102945484523	55.7936191660807	-7.11606285690218	-7.82096125075524
"A427_LUNG"	49.3143243989864	-37.4686647777792	-3.08313427234796	-2.42436461451225	-3.31227446939438
"ABC1_LUNG"	70.2454172559996	-34.1408529793464	-3.39716628939689	-0.90572709364445	-1.82337886437785
"CALU3_LUNG"	-33.0389263225672	-64.321237833896	-16.7435153967278	-9.27895394312889	-1.06332343655815
"CORL105_LUNG"	16.7290159193221	-45.0543693518006	-11.3356617065954	-2.35113301997395	-1.79182355875581
"DV90_LUNG"	35.4688343894098	-41.5366113919456	-3.83831505510511	-4.53620380160091	-4.59637846914837
"EKVX_LUNG"	47.0150015138805	-38.2941147645636	-8.66043086100945	1.13903124822066	2.3009830483331
"HCC1171_LUNG"	56.4484852326947	-35.4185088375999	-3.65873810532868	8.13469912014036	1.24001584267773
"HCC1833_LUNG"	66.3259140918642	-34.4704027125427	1.5536895088918	-0.387893861650346	-1.58580568102461
"HCC2108_LUNG"	91.3081880299537	-25.8685730533202	0.871771900028667	3.0556394214913	-1.68364943335182
"HCC2279_LUNG"	35.025025946311	-47.1970517209763	-10.5522803054546	-4.2391561758396	-1.25188174836835
"HCC2429_LUNG"	66.7025192962356	-29.1781279484688	6.28331139905559	-3.3951699018765	-4.98783880176649
"HCC2450_LUNG"	46.4109566250475	-38.127938961475	-0.961093389766035	1.07978406296951	-0.587772646015018
"HCC2935_LUNG"	16.1791956370575	-50.5737324356503	-9.72908224139802	3.62087555354871	3.51390487629721
"HCC364_LUNG"	80.3676003365835	-29.9557799172851	-1.5968364700352	0.457940741375149	-0.481671802827906
"HCC4006_LUNG"	52.5407038270314	-35.924628080498	-3.99501882805915	4.65982822903527	1.24694586008397
"HCC44_LUNG"	-20.0687330924934	-62.0777808240941	-14.1549086617407	-4.66861611689578	-0.198806238877693
"HCC461_LUNG"	74.4398524194903	-32.6414508906026	-2.53686508037166	0.819867189965292	-0.963371243562056
"HCC515_LUNG"	40.8503994010965	-39.1924625183556	-8.50714339936121	-2.47534689339431	0.705825277196868
"HCC78_LUNG"	26.7349130710275	-41.6102135380376	-6.63241037332827	-1.23279835008128	-2.51860760162613
"HCC827GR5_LUNG"	51.7211207483719	-35.9135783340722	-3.49915748146432	2.17999987305224	-0.621457318832915
"HCC827_LUNG"	54.2247742689001	-37.3102794882679	-2.23971172267922	1.89954758051324	-3.20303316387568
"HOP62_LUNG"	92.3173521744743	-26.2791028253755	-1.27015942956303	3.19695850049696	-0.144535566270467
"LXF289_LUNG"	37.7748542310649	-41.4449333181275	-4.77515083853613	8.6020686445073	2.59822382067068
"MORCPR_LUNG"	5.70010622537016	-50.9643098933224	-11.6678690077674	-5.6301920355283	-0.934629006386838
"NCIH1355_LUNG"	62.8008357717236	-31.1102966635261	-2.65237864344702	3.9882434257763	0.000291891547749607
"NCIH1373_LUNG"	11.893361943969	-53.389504131072	-8.4863192917263	3.21332038677551	0.970814883583094
"NCIH1395_LUNG"	-8.76658079726919	-51.4791898351832	-18.9360400113014	-10.2887751613275	-1.16921271298506
"NCIH1435_LUNG"	48.2813410077439	-40.6754422520927	-5.13369171611925	-1.72717028127714	-0.446794178702562
"NCIH1563_LUNG"	41.3608739856264	-40.2083036682015	-12.6401211698272	-1.69147687696608	0.304312271016435
"NCIH1568_LUNG"	75.5805549786377	-32.0830174280547	0.987292074373593	4.40883692537807	0.160560548150172
"NCIH1573_LUNG"	35.3723768389067	-38.9980278207527	-7.06882088816873	6.70934706942756	4.24777256171258
"NCIH1623_LUNG"	-0.222963199627055	-52.8281515844145	-11.6566629216287	-1.24796584406389	2.11785438367533
"NCIH1648_LUNG"	25.6636384196421	-44.6086881973686	-8.12231508990379	0.870619882572784	-0.692942728658685
"NCIH1651_LUNG"	69.4547323410106	-34.2819814208477	-1.8062736093831	5.40424237486449	3.79550752734324
"NCIH1693_LUNG"	62.2137316510605	-18.5609832928262	2.73292670992854	-2.09643595024151	-2.27216665851852
"NCIH1734_LUNG"	55.327317304031	-37.9745194853862	-3.57189608159855	3.45586354013338	0.480248751530015
"NCIH1755_LUNG"	46.3943805222242	-39.9773874468133	-4.36682741967808	1.46989903966558	-1.48770742702846
"NCIH1792_LUNG"	92.8252028482181	-25.5120393041248	-0.392995189816919	4.36215720453046	-0.916649123389078
"NCIH1793_LUNG"	27.1757275201109	-43.8380351323882	-9.70011720339024	-0.689405479325146	0.528994923850069
"NCIH1819_LUNG"	76.350667196583	-27.5810141279027	0.76490743361368	-0.690942990814024	-0.100573050225804
"NCIH1838_LUNG"	14.4498234325152	-48.5926616680955	-9.34150909609389	-4.36396852241535	-1.49558488894145
"NCIH1944_LUNG"	32.6610041322186	-31.7031593956455	-7.91101800566211	-7.04000265996233	-1.51499691336397
"NCIH1975_LUNG"	64.7786840571861	-33.2135545243654	-1.32142696251241	0.709563174807186	-2.23091306741551
"NCIH2009_LUNG"	70.6450766892352	-34.1792157888467	-2.07004428090883	1.70712060228874	-0.421821752189749
"NCIH2023_LUNG"	37.0591681856115	-38.9368707294367	-8.08311926005464	-2.43040990414902	-0.530754549928352
"NCIH2030_LUNG"	41.8143971759207	-38.8254239371774	-7.92601137087099	0.813955671767934	-0.838736775294587
"NCIH2073_LUNG"	-50.0269575559232	-68.6380565143461	-17.7229614371554	-8.81086152955963	-0.928276646856561
"NCIH2077_LUNG"	50.9402326582399	-34.9526624948432	3.90059584974641	-1.20201102203107	-3.93978368788679
"NCIH2085_LUNG"	16.5136998338008	-50.2663236162331	-6.73549913193059	0.902876605264419	-0.473036837866966
"NCIH2087_LUNG"	53.9578880040736	-34.9628403853959	-3.146452449224	0.458340443296606	-1.7820153813746
"NCIH2122_LUNG"	34.0936496578466	-39.2537913723189	-13.7186949385174	-5.46214566600841	-0.330804944497499
"NCIH2126_LUNG"	32.7042227857976	-41.1726098317286	-9.97699385493617	2.31585250684743	2.83336524788132
